Sample ID	Gene Name	Entrez ID	Start Position	End Position
P08386318A1102	IL-6	3569	12	16
P08386318A1102	Raf-1	5894	182	187
P08386318A1102	C/EBP beta	1051	200	210
P08386318A1102	NF-IL6	1051	192	198
P08386592A0089	Elk-1	2002	165	170
P08387155A1248	topo II	7153	77	84
P08387155A1248	c-Fos	2353	97	102
P08387155A1248	c-Jun	3725	49	54
P08387155A1248	topo II	7153	124	131
P08387507A1015	Myf-5	4617	17	22
P08387507A1015	MyoD	4654	27	31
P08387519A0000	desmin	1674	49	55
P08387743A0624	Mn-superoxide dismutase	6648	154	177
P08389365A1344	GATC	283459	88	92
P08389453A0193	Uracil DNA glycosylase	7374	-1	21
P08390747A0586	syn	23336	146	149
P08393143A1281	Sp1	6667	3	6
P08394019A0695	Fyn	2534	149	152
P08394019A0695	PI 3-kinase	5295	98	109
P08394019A0695	Fyn	2534	50	53
P08394464A1080	p20	51673	112	115
P08395004A0141	spt2	144108	14	18
P08395004A0558	HMG1	10354	144	148
P08395004A0558	SIN1	79109	78	82
P08395004A0558	SPT2	144108	73	77
P08395654T0000	orphan nuclear receptor	293701	26	49
P08395654T0000	Steroidogenic factor 1	83826	-1	21
P08396667T0000	v-abl	25	11	16
P08396667T0000	BCR-ABL	25	-1	6
P08396713A0305	ARNT	405	201	205
P08396713A0305	Ah receptor	196	177	188
P08396749A1112a	apo B	338	114	119
P08396749A1112b	apo B	338	114	119
P08396913A1379	DGK	1607	104	107
P08397123T0000	corticotropin-releasing hormone	1392	67	98
P08400240A0166	A gamma-globin	3047	80	94
P08400928A0318	arm 2	51155	164	169
P08400928A0318	arm 1	9622	96	101
P08400928A0318	dopa decarboxylase	1644	60	78
P08401570A0828	Sp1	6667	65	68
P08405433A0000	insulin-like growth factor II (IGF-II	3481	9	46
P08406004A0691	PU.1	6688	43	47
P08406004A0691	PU.1	6688	222	226
P08406497A0000	FBN1	2200	21	25
P08413205A0733	Pax-8	7849	48	53
P08413215A0327	NF-kappa B	4790	39	49
P08413215A0327	IL-8	3576	108	112
P08413291A1473	CAT	24248	37	40
P08414502A0244	p53	7157	83	86
P08415643A0555	RCC1	1104	62	66
P08415712A1153	GPRK6	2870	65	70
P08416952A0956	Nmt1p	850892	106	111
P08417330A0149	CYC1	853507	124	128
P08417331A0745	HIR1	852275	19	23
P08417331A0745	Tup1	850445	178	182
P08419333A0126	DNA repair enzyme	3981	38	55
P08420571A1880	PACE4	5046	16	21
P08420571A1880	PC4	54760	26	29
P08421910A0599	p56	8999	82	85
P08421910A0599	p30	201161	58	61
P08421910A0599	p50	4790	73	76
P08421910A0599	p37	79023	63	66
P08425221A0000	B cell progenitor kinase	695	60	84
P08425221A0000	BPK	695	55	58
P08428750T0000	calmodulin-like protein CLP	810	46	73
P08428907A0653	OBP	29991	30	33
P08428952A0399	L-plastin	3936	8	17
P08428952A1957	fimbrin	5357	33	40
P08428953A1718	L-plastin	3936	165	174
P08428953A1718	L-plastin	3936	434	443
P08428965A1868	CBP	1387	34	37
P08429019A0735	GATA-1	2623	173	179
P08429019A2022	ABF-1	853748	139	144
P08429020A0495	glycoprotein IX	2814	112	127
P08430095A0161	SMD1	6632	71	75
P08430095A0161	PRP38	84950	103	108
P08430095A0913	Smd1p	6632	20	25
P08432137A0000	interferon gamma (IFN, 145 cases	3458	230	262
P08432137A0000	lysozyme	4069	144	152
P08432696A1117	aminopeptidase N	290	96	112
P08439564A0883	TC II	64365	36	41
P08441379A0912	IL-1 beta	3553	250	259
P08441394A1297	c-fos	2353	93	98
P08441394A1297	junB	3726	103	107
P08441394A1297	c-myc	4609	131	136
P08441394A1297	PKC-delta	5580	159	168
P08441411A1260	Gfi-1	2672	34	39
P08441411A1260	IL-2	3558	226	230
P08443122A0657	PILOT	1960	38	43
P08444345A0403	DNA-binding protein B	4904	136	157
P08444345A0403	YB-1	4904	117	121
P08444345A0403	DbpB	4904	159	163
P08444345A0403	DbpB	4904	112	116
P08446579A1210	fos	2353	13	16
P08449978A0000	Cdc28	852457	131	136
P08449986A0455	MMI alpha	17912	53	62
P08451187A0267	ars	6012	59	62
P08454591A0692	TSG6	7130	70	74
P08454591A1322	AP-1	2354	126	130
P08454591A1322	IRF-1 and -2	3659;3660	112	124
P08454591A1322	NF-IL-6	1051	136	143
P08454591A1322	IL-1	3552	39	43
P08454591A1322	TNF	7124	47	50
P08454858A0285	Ig-alpha	973	-1	7
P08454858A0285	Ig-beta	974	12	19
P08455611A0000	alpha globin regulatory element (HS-40	8131	92	130
P08455623A0630	GAR1	54433	152	156
P08457205A0240	G alpha 11	2767	143	153
P08457205A0240	G alpha q	2776	158	167
P08457291A0170	c-fos	2353	139	144
P08463320A1219	SSB	6741	144	147
P08463320A1219	SSB	6741	203	206
P08464056A0510	ZFP	55888	52	55
P08464924A0243	eIF-5	56783	23	28
P08464924A0243	eIF-5	56783	113	118
P08466864A0878	cyclic AMP responsive element binding protein	1385	115	160
P08466864A0878	CREB	1385	162	166
P08466864A0878	TGF-beta 1	7040	185	195
P08468475A1280	IL-2R beta	3560	224	234
P08468475A1280	IL-2R alpha	3559	78	89
P08468475A1280	IL-2R alpha	3559	177	188
P08474456A1041	LyF-1	10320	129	134
P08475104A0341	p33cdk2	1017	214	221
P08475104A0341	cyclin A	890	197	205
P08476854A0097	DNase I	25633	-1	6
P08479742A0985	p53	7157	64	67
P08482539A0913	xylP	92370	59	63
P08483479A1056	PTH	19226	224	227
P08483479A1056	PTH	19226	20	23
P08486705A0181	TIF5	856154	45	49
P08492290A0306	beta 2	28907	135	141
P08496157A0000	bcl-2	596	3	8
P08496599A0310	BGP	634	40	43
P08496601A1153	growth hormone	2688	257	271
P08497190T0079	hyp	5251	43	46
P08497248A0000	macrophage colony-stimulating factor 1	1435	34	72
P08497248A0000	c-fms	1436	86	91
P08497248A0000	CSF-1	1435	74	79
P08497259A0452	tap1	6890	66	70
P08497269A0999	GCN2	440275	134	138
P08497269A0999	GCN1	10985	52	56
P08497273T0000	BSAP	18507	6	10
P08499376A0000	PRK	1263	9	12
P08499916A0000	COL7A1	1294	3	9
P08503348A0226	HMG CoA reductase	3156	3	20
P08504933A0000	Pit-1	5449	-1	4
P08505340T0000	prostaglandin endoperoxide synthase 2	29527	67	104
P08506384A0146	eIF-2 alpha	83939	38	49
P08506384A0146	eIF-2B	1967	75	81
P08506384A0146	eIF-2	1965	115	120
P08507921A1021	ANF	4878	97	100
P08508774A0242	Lrp	4035	108	111
P08508774A0242	Lrp	4035	26	29
P08508778A0112	fibrillarin	2091	73	84
P08509335T0000	SSG1	854362	-1	3
P08509430A0372	psaB	2166	143	147
P08510924A0490	Myb	4602	86	89
P08510924A0490	HSP70	3308	68	73
P08514766A0732	n-chimaerin	1123	64	75
P08514766A0732	p21 rac1	5879	121	129
P08516308A0669	RAD	6236	13	16
P08516324A0000	EWS	2130	189	192
P08516324A0000	FLI1	2313	257	261
P08521414A1384	p16INK4A	1029	238	246
P08521414A1384	E1 beta	6080	187	194
P08521414A1384	p16INK4A	1029	86	94
P08522175A0306	BTF3b	689	28	33
P08523566A1106	P-40	3578	36	40
P08524229T0000	SRS4	100794277	84	88
P08524235A0695	dMax	40095	36	40
P08524235A0695	max	40095	194	197
P08524260A0835	LTBP-2	4053	74	80
P08524260A0835	LTBP-1	4052	297	303
P08524260A0835	LTBP-2	281905	30	36
P08524267A1022	myc	4609	164	167
P08524267A1022	prothymosin alpha	100506248	60	77
P08524267A1022	myc	4609	135	138
P08524267A1022	myc	4609	210	213
P08524272T0000	SHPTP1	5777	130	136
P08524284A0309	PTF gamma and PTF delta	6617;6618	60	83
P08524292A1022	YY1	7528	51	54
P08524292A1022	YY1	7528	145	148
P08524292A1022	AP1	3726	109	112
P08524292A1022	Sp1	6667	120	123
P08524294A0652	skp1	6500	3	7
P08529098A0549	SMF1	854027	92	96
P08529098A0549	SMF2	856447	101	105
P08529654A0589	Cyp-1	32595	137	142
P08529662A0507	ERp57	2923	49	54
P08529662A0507	GRP58	2923	55	60
P08530107A1003	histidase	3034	55	64
P08530107A1003	histidase	3034	93	102
P08530149A0689	c-myc	4609	36	41
P08530342T0000	gp39	1116	9	13
P08530345A0880	DR1	1810	130	133
P08530384A0559	BOB.1	5450	182	187
P08530384A0559	Oct	5362	77	80
P08530384A0559	Oct	5362	138	141
P08530384A0559	OBF.1	5450	188	193
P08530384A0559	Oct2	5452	205	209
P08530384A0559	Oct1	6580	197	201
P08530418A1182	TR2	7181	35	38
P08530418A1182	CRBPIIp	5948	141	148
P08530503A1004	ARP	110301	15	18
P08531373A0470	SS-A	6737	102	106
P08531373A0470	SS-B	6741	107	111
P08532536A0925	TIEG	7071	-1	3
P08532536A0925	epidermal growth factor	1950	131	154
P08532536A0925	EGF	1950	156	159
P08532536A0925	TGF-beta	7040	51	59
P08532536A0925	bone morphogenetic protein-2	650	64	92
P08532536A0925	BMP-2	650	94	99
P08533472A0777	ILF-2	3608	223	228
P08533473A0375	ADH1	124	35	39
P08533757A0204	BRCA1	672	163	168
P08534855A0000	FAD7	820288	15	19
P08537388A0825	WNT-5A	7474	161	167
P08537403A0336	VIII	1351	197	201
P08537403A0336	LIMK2	3985	39	44
P08537403A0336	LIMK1	3984	29	34
P08538052A0000	c-myc	4609	410	415
P08538382A1012	EPO	2056	20	23
P08538483A0207	GnRH	2796	159	163
P08542027A1471	CD44	960	105	109
P08544820T0000	USP	31165	26	29
P08544820T0000	EcR	35540	22	25
P08544820T0000	Lsp-2	45326	110	115
P08546707T0000	RelA	396027	73	77
P08548291A1059	Elk-1	2002	167	172
P08548291A1059	Elk-1	2002	93	98
P08548291A1059	serum response factor	6722	100	121
P08550462A0815	dra	1811	15	18
P08550564T0000	interleukin-8 receptor B	3579	151	175
P08552082A0480	Abp1p	850450	149	154
P08552086A0150	c-fos	2353	91	96
P08552095A0686	Paf1p	54623	49	54
P08552095A0758	paf1	852582	79	83
P08552095A0758	PAF1	852582	157	161
P08552095A1115	Paf1p	852582	-1	4
P08552096A0151	UBS1	852463	72	76
P08552096A0151	cdc34	851624	166	171
P08552387A0000	ATF-1	466	201	206
P08552387A0000	EWS	2130	162	165
P08552670A0665	Abp1	26	-1	3
P08555498A0427	LAF-4	16764	5	10
P08561897A0604	USF	7391	77	80
P08561897A0604	upstream stimulatory factor	7391	48	75
P08561897A0604	Sp1	6667	86	89
P08561897A0604	CREB	1385	161	165
P08561897A0604	AP-1	3726	174	178
P08561897A0604	TRE	7193	195	198
P08564488A1359	fibrinogen	2244	4	14
P08564588A1318	Sr 89	55692	18	23
P08566747A0756	SBF	7702	-1	2
P08566747A0756	SBF	7702	153	156
P08566751A0455	Hox	42536	170	173
P08566751A0455	Hox	42536	55	58
P08566754A0783	ASF/SF2	6426	193	200
P08566756A0752	SAP 145	10992	27	34
P08566773A1023	CTS1	7276	15	19
P08567683A0401	purH	471	9	13
P08567717T0000	MPS1	851533	63	67
P08570615T0000	E2F-1	1869	63	68
P08570615T0000	E2F-1	1869	16	21
P08573083A0645	upstream stimulatory factor	7391	112	139
P08573083A0645	USF	7391	141	144
P08573083A0645	insulin	3630	172	179
P08575754T0000	INK4d	1032	83	88
P08575754T0000	CDKN2D	1032	76	82
P08576131A0151	USF2	7392	66	70
P08576179A0126	PKR	5610	9	12
P08576245A0000	GRP78	3309	-1	4
P08576262A0160	G16	10180	123	126
P08576546A0975	HDC	3067	54	57
P08580083A0259	Fyn	2534	43	46
P08580083A0259	Fyn	2534	102	105
P08583846A0121	transferrin	7018	43	54
P08583846A0121	beta-2	28907	36	42
P08585324A0467	SSC1	366	33	37
P08585324A0823	tau	4137	83	86
P08585883A0381	CD-1	111334	64	68
P08585957A0101	trithorax	41737	163	172
P08585994A0567	ost	23263	62	65
P08589358A0235	erythropoietin	2056	41	55
P08589358A0841	erythropoietin	2056	19	33
P08589735A0577	ubiquitin	100192952	131	140
P08589735A0577	Adh1	844047	118	122
P08590465A0773	URA2	853311	118	122
P08593813A0967	Sp1	6667	65	68
P08595878A0201	receptor tyrosine kinase	38559	99	123
P08595878A0201	PP2A	2768940	48	52
P08595878A0201	Ras1	41140	77	81
P08595878A0201	RTK	38559	125	128
P08598449A0784	CA2	760	301	304
P08598449A0784	vav	7409	211	214
P08598449A0784	btk	695	200	203
P08598449A0784	fyn	2534	191	194
P08598449A0784	CD38	952	81	85
P08598449A0784	lyn	4067	186	189
P08599946A0999	p40	3578	45	48
P08600028A1129	Myc	4609	138	141
P08601616A0726	pds1	7986	22	26
P08601806A0875	RPF-1	80135	23	28
P08603921A1346	Spc110p	26059	16	23
P08604338A0198	EWS-FLI-1	2130	4	13
P08604338A0198	FLI-1	2313	18	23
P08604338A0885	FLI-1	2313	36	41
P08604338A0885	SRF	6722	93	96
P08604338A0885	FLI-1	2313	229	234
P08604338A0885	FLI-1	2313	120	125
P08604338A0885	EWS	2130	32	35
P08605931A0777	U1A	6626	139	142
P08608222T0000	homodimer	6647	130	139
P08608222T0000	STAT1	6772	124	129
P08608222T0000	STAT3	6774	110	115
P08608222T0000	granulocyte colony-stimulating factor receptor	1441	47	93
P08608447A0806	TPI	7167	57	60
P08612852A0553	IGF-I	3479	21	26
P08614403A0557	Rev-erbA alpha	9572	30	44
P08614403A0989	GAL4	3960	28	32
P08614403A0989	GAL4	3960	137	141
P08614410A0000	GnRH	14714	27	31
P08615025A1214	gp160	2028	217	222
P08615025A1214	CD4	920	336	339
P08615025A1214	gp120	3700	252	257
P08615025A1214	CD4	920	404	407
P08615025A1214	gp120	3700	324	329
P08617216A0584	DnaJ	85406	22	26
P08617216A0584	GrpE	80273	72	76
P08617237A0489	STAT5	6776	33	38
P08617238A0334	TNF	7124	-1	2
P08617238A0334	hsp27	3316	248	253
P08617238A0334	heat shock protein 27	3316	225	246
P08617238A0334	p38 MAP kinase	1432	103	117
P08617238A0334	MAPKAP kinase-2	9261	162	177
P08617238A0334	p38 MAP kinase	1432	35	49
P08617800A0150	erbB-2	2064	31	37
P08617800A0675	PBP	1795	76	79
P08617802A0993	p120 GAP	5921	69	77
P08618433A0000	STK-1	2322	150	155
P08618433A0000	FLK-2	2322	140	145
P08618433A0000	FLT3 ligand	2323	37	48
P08618433A0000	FLT3	2322	84	88
P08618433A1720	FL	2323	56	58
P08618882A0343	RAR alpha	5914	11	20
P08619866A0000	hepatocyte growth factor	3082	17	41
P08619866A0000	HGF	3082	43	46
P08620856A1172	c-kit	16590	246	251
P08620856A1172	c-kit	16590	131	136
P08621017A1186	uPA	5328	123	126
P08621017A1186	PEA3	2118	127	131
P08621017A1186	uPA	5328	27	30
P08621384A0935	epidermal growth factor receptor	1956	46	78
P08621384A0935	EGFR	1956	80	84
P08621384A0935	TGFalpha	7039	91	99
P08621384A0935	PKCdelta	5580	145	153
P08621420A1166	p65	5970	82	85
P08621420A1166	p50	4790	55	58
P08621542A0535	CD28	940	137	141
P08621542A0535	IL-1	3552	127	131
P08621542A0535	TNF-alpha	7124	116	125
P08621628A1233	hGRalpha	2908	71	79
P08621659A0189	Gas6	2621	-1	3
P08621661A1035	P5CDh	8659	4	9
P08621664A1430	PKN	5585	113	116
P08621719A0000	c-cbl	867	40	45
P08621719A0568	Grb2	2885	64	68
P08621719A0568	Grb2	2885	106	110
P08621719A0568	Cbl	867	25	28
P08621730T0000	alpha2(I) collagen	1278	65	83
P08621730T0000	AP-1	3726	2	6
P08621730T0000	transforming growth factor-beta	7040	114	145
P08621730T0000	COL1A2	1278	85	91
P08622645A1026	VDR	7421	16	19
P08622675A0587	Lef-1	51176	130	135
P08622698T0000	CBF1	3516	36	40
P08622698T0000	RBPJk	3516	41	46
P08622698T0000	Notch1	4851	19	25
P08625806A0263	Krox-20	13654	-1	6
P08625900T0000	prolactin	5617	60	69
P08625900T0000	thyrotropin-releasing hormone	7200	191	220
P08625987A1086	VpreB	7441	46	51
P08626437A0332	GST	373156	112	115
P08626437A0332	Lyn	4067	117	120
P08626437A0332	glutathione S-transferase	373156	85	110
P08626437A0332	p34cdc2	983	169	176
P08626529A0799	p230	2803	197	201
P08626529A0799	p230	2803	68	72
P08626539T0000	ApoA-I	335	41	47
P08626596A0000	AMP-activated protein kinase	5564	40	68
P08626596A0000	AMPK	5564	70	74
P08626610A0931	SREBP-1	6720	42	49
P08626667A1517	GPT	2875	170	173
P08626698A0989	ERK3	6300	32	36
P08626698A0989	PKC beta	5579	54	62
P08626698A0989	ERK3	6300	119	123
P08626777A0537	Col2a1	1280	32	38
P08626785A0674	tissue transglutaminase	7052	36	59
P08626785A0674	tissue transglutaminase	21817	184	207
P08626809A0729	eIF-2alpha	83939	131	141
P08626809A0729	eIF-2alpha	83939	83	93
P08627649A0734	Sp1	6667	230	233
P08627649A0734	Sp1	6667	218	221
P08627649A0734	Sp3	6670	238	241
P08627667A0132	c-Fos	2353	48	53
P08627667A0132	AP-1	2353	18	22
P08628251A1455	ACO3	3658	2	6
P08628254A0665	eb1	22919	27	30
P08628254A0665	AP1	3725	70	73
P08628254A0665	Jun	3725	23	26
P08628255A0932	H2A.1	3012	171	176
P08628284A0181	TRE-1	855927	134	139
P08628284A0181	CYC1	853507	88	92
P08628302A0683	hnRNP K	3190	2	9
P08630548A0000	TNF-alpha	7124	150	159
P08630548A0000	tumor necrosis factor-alpha	7124	121	148
P08630583A1056	CO2	717	41	44
P08630599A0534	elastin	2006	16	23
P08631760A0609	Crk	1398	111	114
P08631760A0609	Crk	1398	49	52
P08631797A0982	EGF	1950	179	182
P08631797A0982	ErbB-2	2064	15	21
P08631797A0982	NDF	3084	172	175
P08631820A0755	FPS1	850683	29	33
P08631822A0677	VEGF	7422	33	37
P08631822A0677	plasmin	5340	12	19
P08631908A0224	DR4	3126	38	41
P08631908A0224	RXR	6256	3	6
P08631908A0224	DR5	8795	46	49
P08631908A0224	VDR	7421	-1	2
P08631934A0000	Myb	4602	118	121
P08631934A0000	Myb	4602	18	21
P08632009A1067	C/EBP	1050	28	33
P08632015A0879	DNA polymerase alpha	5422	58	78
P08632015A1226	DREF	9189	164	168
P08632015A1226	DREF	9189	56	60
P08632018A0587	UGT1A1	54658	84	90
P08634420A1784	Epo	2056	20	23
P08634697A1155	Brca1	12189	91	96
P08636124A0410	p150TSP	9646	55	62
P08636124A0410	TPR-containing, SH2-binding phosphoprotein	9646	68	110
P08636149A0220	insulin	3630	148	155
P08636149A0220	insulin	3630	66	73
P08636428A1363	thrombin	2147	41	49
P08637711A1121	IL6	3569	239	242
P08637711A1121	IL-6	3569	193	197
P08637711A1121	IRF-1	3659	108	113
P08637711A1121	IRF-1	3659	89	94
P08637717A0817	p21	644914	114	117
P08637717A0817	Cdk2	1017	144	148
P08637717A0817	p21	644914	53	56
P08637717A1231	PCNA	5111	60	64
P08637717A1231	p21	644914	131	134
P08637717A1231	PCNA	5111	135	139
P08637717A1231	p21	644914	1	4
P08639310A0548	MCP	4179	95	98
P08639561T0000	N-ras	4893	22	27
P08639837A0268	GATA-1	2623	71	77
P08640866A0473	MEK	5609	149	152
P08641705A0986	beta-globin	3043	165	176
P08642285A1548	Abl	25	43	46
P08642285A1548	STAT1	6772	119	124
P08642285A1548	Bcr	613	39	42
P08642285A1548	STAT	6772	3	7
P08642285A1548	STAT5	6776	129	134
P08642313A0770	TAN-1	55623	47	52
P08642313A0770	Bcl-3	602	190	195
P08643111A0855	LL2	633295	146	149
P08643111A0855	mLL2	633295	313	317
P08643111A0855	LL2	633295	13	16
P08643513A0361	AML-1	861	99	104
P08643513A0361	osteocalcin	632	204	215
P08643578A0000	Ras2	855625	64	68
P08643578A0000	FUS1	850330	212	216
P08643578A0532	Cdc42	850930	32	37
P08643633A1187	CBF1	3516	61	65
P08643682A0268	CBFbeta	12400	58	65
P08643682A0268	CBFbeta	12400	42	49
P08645219A1377	S100 beta	6285	30	39
P08645219A1377	MRP14	6280	76	81
P08647086A0622	cyclin D1	595	26	35
P08647086A0622	Cdk2	1017	-1	3
P08647086A0720	cyclin-D1	595	8	17
P08647086A0720	Cdk2	1017	214	218
P08647086A0720	Cdk2	1017	196	200
P08647086A0720	cyclin-A	890	219	227
P08647086A0720	E2F-1	1869	123	128
P08647086A0720	p53	7157	118	121
P08647086A0720	pRB	5925	91	94
P08647086A0720	Cdk2	1017	3	7
P08647086T0000	cyclin-H	902	140	148
P08647086T0000	cyclin D1	595	100	109
P08647086T0000	Cyclin-dependent kinase-2	1017	-1	24
P08647086T0000	Cdk2	1017	79	83
P08647086T0000	cyclin D1	595	63	72
P08647086T0000	Cdk7	1022	135	139
P08647086T0000	Cdk2	1017	26	30
P08647091A0592	Adh-2	125	45	50
P08647091A0592	ADH	125	170	173
P08647264T0000	CD40	958	11	15
P08647264T0000	CPP32	836	170	175
P08647264T0000	Yama	836	176	180
P08647264T0000	PARP	142	211	215
P08647434A1124	TBP	6908	88	91
P08647434A1124	TBP	6908	72	75
P08647434A1124	hTAF(II)130	6874	106	117
P08647434A1124	hTAF(II)250	6872	123	134
P08647434A1124	hTAF(II)100	6877	93	104
P08647451A0663	HEP-COP	1314	45	52
P08647802A0000	Grb2	2885	126	130
P08647822T0000	sterol regulatory element binding protein	7555	17	58
P08647822T0000	3-hydroxy-3-methylglutaryl coenzyme A reductase	3156	76	123
P08648408A0792	Hyp	5251	42	45
P08648726A0713	ZIC	7545	90	93
P08649372A0755	Mbp1	5553	135	139
P08649372A0755	Mbp1	5553	23	27
P08649373T0000	c-myc	4609	90	95
P08649389A0000	CTCF	10664	120	124
P08649389A0000	CTCF	10664	35	39
P08649389A0692	CTCF	10664	38	42
P08649389A0692	c-myc	4609	163	168
P08649389A0692	CTCF	10664	114	118
P08649403A0963	reg1	80149	22	26
P08649405T0000	AP1	3725	99	102
P08649405T0000	CD11c	3687	26	31
P08649405T0000	Sp1	6667	-1	2
P08649424A0000	phenylalanine hydroxylase	5053	17	42
P08649428A1227	c-mos	4342	77	82
P08649428A1227	Cdc2	983	142	146
P08649773A1374	BCL-6	604	14	19
P08649841A0956	CAT	847	214	217
P08649841A0956	CAT	847	169	172
P08651853A0607	CA1	759	107	110
P08651853A0607	CA4	762	205	208
P08652081A1953	IL-1	3552	110	114
P08652081A1953	IL-3	3562	150	154
P08652081A1953	IL-4	3565	209	213
P08654375A0544	Oct-1	5451	174	179
P08654375A0544	Oct-2	5452	183	188
P08654375A0544	Bob1	5450	105	109
P08654390A0000	Heme oxygenase 1	3162	-1	15
P08654435A0540	Erk2	5594	135	139
P08654435A0540	Erk2	5594	70	74
P08654435A0540	TCR	6962	54	57
P08654946A0475	FGF3	373669	71	75
P08657135A1444	CKII	1457	35	39
P08657183A0145	DHFR	1719	74	78
P08657183A0145	DHFR	1719	111	115
P08657918A0360	SLL	347734	211	214
P08657918A0360	SLL	347734	109	112
P08657918A0360	SLL	347734	160	163
P08660892A1044	SRF	6722	72	75
P08660892A1044	MyoD	4654	168	172
P08660892A1044	Mef-2C	4208	177	183
P08660998A0851	AP-2	7020	70	74
P08660998A0851	GATA	55278	60	64
P08661007T0000	MN/CA9	768	5	11
P08661100A0285	App	351	79	82
P08661100A0285	Cdebp	334	31	36
P08661101A0396	CRP1	691657	86	90
P08661114A0564	SIM	6493	64	67
P08661114A0564	SIM	41612	83	86
P08661119A0085	EP4R	5734	94	98
P08662852A1297	rhodopsin	6010	166	175
P08662852A1297	beta2AR	154	100	107
P08662852A1297	GRK5	2869	33	37
P08662852A1297	GRK2	156	24	28
P08662852A1297	GRK1	6011	133	137
P08662928T0000	IL-6	3569	37	41
P08662928T0000	IL-6	3569	125	129
P08662928T0000	interleukin (IL)-10	3586	13	32
P08662936A0428	TEF-1	21676	126	131
P08663000A0000	receptor for hyaluronan mediated motility	3161	3	44
P08663000A0000	TGF-beta1	7040	152	161
P08663000A0000	RHAMM	3161	46	51
P08663000A0000	transforming growth factor-beta1	7040	118	150
P08663120T0000	Raf-1	5894	9	14
P08663127A0697	KCC1	6560	22	26
P08663141T0000	angiotensinogen	183	140	155
P08663219A0246	PGS-2	29139	144	149
P08663219A0246	PGS-2	29139	23	28
P08663310A0157	SRF	6722	8	11
P08663392A0215	DSG3	1830	39	43
P08665853A0228	ErbB-3	2065	124	130
P08665853A0228	interleukin-3	3562	8	21
P08665853A0228	ErbB-2	2064	188	194
P08665853A0228	ErbB-1	1956	177	183
P08665853A0228	ErbB	1956;2064;2065	73	77
P08666102A0820	Ptc	8030	70	73
P08666398T0000	CLN3	1201	51	55
P08666404A0311	PPP5C	5536	180	185
P08666404A0311	PP5	5536	187	190
P08666404A0311	PPT	65179	221	224
P08666913A0000	Ly-49	17055	-1	4
P08668124A0744	sun2	25777	93	97
P08668142A1048	hARF4	378	19	24
P08668142A1048	Sec7p	9267	103	108
P08668190A1364	hum1	851429	31	35
P08668190A1364	Hum1p	851429	99	104
P08668201A1059	MATalpha1	4143	122	131
P08668203A1230	FTF	2494	-1	2
P08668203A1230	SF-1	7536	126	130
P08668210A0000	Raf-1	5894	71	76
P08668210A0000	MEK	5609	77	80
P08670853A0000	E-cadherin	999	20	30
P08670910A0156	DNA ligase III	3980	17	31
P08676454A0731	Pra	6277	20	23
P08676456A0879	VP16	3054	10	14
P08676456A0879	AP-1	3726	82	86
P08676456A0879	VP16	3054	133	137
P08676456A0879	Tat	6898	15	18
P08677443A0238	VIP	7432	87	90
P08682317A0900	HSE	8630	28	31
P08682317A0900	HSF-1	3297	77	82
P08682868A0738	Dsk2p	29978	62	67
P08682868A0738	Cdc31p	1070	128	134
P08682868A0738	Dsk2p	29978	119	124
P08682868A0738	DSK2	29978	12	16
P08683106A0374	IFN-alpha	3439	102	111
P08683106A0374	IFN-alpha	3439	17	26
P08683106A0374	STAT5	6776	53	58
P08683106A0374	IL-2	3558	60	64
P08683106A0374	STAT5	6776	89	94
